IDv2,Speakers,Source,Date added,Raw Thumbnail,Branded Thumbnail,Languages by ISO Code,Captions by ISO Code,Languages Used,Alternate Name,Speaker Notes,Intake notes,Video Nation,Youtube Publish Schedule,Public (Youtube),Licenses,Publicity Clause,Transcribed,Transcription,Translation,Notes,italki call to action,italki active language,italki video has link,Publish order,Secondary Publish,Published on (Facebook),Facebook URL,Languages per video,Youtube Banners Updated,Youtube ID,Youtube URL,Demographics,Geneaology,Top level genealogy per language,Given language name,Video Description,Continent,.IDv1,Record Created At,Video Territory,Caption File Link
Venecia_20160526_jam+eng,Venecia_Parchment_20160526,Daniel_BogreUdell_20130101,5/26/2016,Venecia_s2_F_20160526_jam+eng.png (https://dl.airtable.com/Z92YX2USQ6jQsRRqBn8A_Venecia_s2_F_20160526_jam%2Beng.png),Venecia_s2_F_20160526_jam+eng.jpg (https://dl.airtable.com/7UlH6K3iQe2ujF7dnrs4_Venecia_s2_F_20160526_jam%2Beng.jpg),"jam,eng",,"Jamaican Creole English, English",Jamaican Patois,,,,12/9/2016,Public,CC BY-NC 3.0,,,,,,Get a free English lesson with italki: http://promos.italki.com/wikitongues_eng,2 checked out of 2,,,,,,2,,tFoIGW7FLUk,https://youtu.be/tFoIGW7FLUk,"2,670,000 in Jamaica (2001). Population total all countries: 3,205,000., 55,600,000 in United Kingdom (ELDIA 2012). Population total all countries: 335,148,868. L2 users: 1,500,000 in United Kingdom (Crystal 2003). L2 users worldwide: 505,000,000.","English Creole, Atlantic, Western, Indo-European, Germanic, West, English",English Creole,§Jamaican Patois,,"Americas, Eurasia, Eurasia",,2016-5-31,,
Dolma_20160717_nep,Dolma_Sherpa_20160717,Daniel_BogreUdell_20130101,7/17/2016,Screen Shot 2017-01-17 at 17.15.01.png (https://dl.airtable.com/EUXirCWRJe8WJjocgwr6_Screen%20Shot%202017-01-17%20at%2017.15.01.png),Dolma_s1_F_20160717_xsr.jpg (https://dl.airtable.com/RdaMyVSTWSx4qEmjFn3l_Dolma_s1_F_20160717_xsr.jpg),nep,,Nepali,,,,,1/17/2017,Public,Standard,,,,,,Get a free Nepali lesson with italki: http://promos.italki.com/wikitongues_nep,1 checked out of 1,,,,,,1,,ISFBfGJWiU8,https://youtu.be/ISFBfGJWiU8,"Population total all languages: 16,148,100.",,,§,,Eurasia,,2016-7-18,,
Tenzin_20160717_bod,Tenzin__20160717,Daniel_BogreUdell_20130101,7/17/2016,Screen Shot 2017-01-17 at 17.31.39.png (https://dl.airtable.com/cG0OgtmfSMynd4Bqnpwi_Screen%20Shot%202017-01-17%20at%2017.31.39.png),Tenzin_s1_F_20160717_bod.jpg (https://dl.airtable.com/l6EQcsQOT1yWK7KTKPxQ_Tenzin_s1_F_20160717_bod.jpg),bod,,"Tibetan, Central",,,,,1/24/2017,Public,Standard,,,,,,,1 checked out of 1,,,,,,1,,I2sFAUpUhI0,https://youtu.be/I2sFAUpUhI0,"1,070,000 in China (1990 census). 570,000 Dbus, 460,000 Gtsang, 40,000 Mngahris out of 4,593,000 in the official nationality. Population total all countries: 1,172,940. 920,000 monolinguals.","Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Central",Sino-Tibetan,§,,Eurasia,,2016-7-18,,
Namrata_20160717_nep,Namrata__20160717,Daniel_BogreUdell_20130101,7/17/2016,Screen Shot 2017-01-31 at 11.20.18.png (https://dl.airtable.com/8or1yktXTtG5Q8uNNmov_Screen%20Shot%202017-01-31%20at%2011.20.18.png),Namrata_s1_F_20160717_nep.jpg (https://dl.airtable.com/0FpFVIJiQoiHamrg2OMA_Namrata_s1_F_20160717_nep.jpg),nep,,Nepali,,,,,2/28/2017,Public,Standard,,,,,,Get a free Nepali lesson with italki: http://promos.italki.com/wikitongues_nep,1 checked out of 1,,,,,,1,,yorpVTOyeSE,https://youtu.be/yorpVTOyeSE,"Population total all languages: 16,148,100.",,,§,,Eurasia,,2016-7-18,,
Bety_20160525_toj,Bety__20160525,Crawford_Hunt_,5/25/2016,Screen Shot 2016-07-31 at 9.40.23 PM.png (https://dl.airtable.com/MGIibMFNRvC3zDqgvKUw_Screen%20Shot%202016-07-31%20at%209.40.23%20PM.png),Bety_s1_F_20160525_toj.jpg (https://dl.airtable.com/k0axjEUQRUGFP6s0o4fp_Bety_s1_F_20160525_toj.jpg),toj,,Tojolabal,,,,,7/19/2016,Public,Standard,,,,,,,1 checked out of 1,,,,,,1,,MEe25QALOn0,https://youtu.be/MEe25QALOn0,"34,300 (2000 INALI). 7,700 monolinguals.","Mayan, Yucatecan-Core Mayan, Q’anjob’alan-Chujean, Chujean",Mayan,§,,Americas,,2016-5-31,,
SisterCookson+SisterSooalo_20161025_ton,"SisterCookson__20161025,SisterSooalo__20161025",Argo_Cayhadi_20150418,10/25/2016,Screen Shot 2016-12-19 at 09.47.08.png (https://dl.airtable.com/M29f6HTJSSdbxWprXN9c_Screen%20Shot%202016-12-19%20at%2009.47.08.png),Sister & Sister_s1_FF_20161025_ton.jpg (https://dl.airtable.com/pYj2eBVTlGoGlrVHID1e_Sister%20%26%20Sister_s1_FF_20161025_ton.jpg),ton,,Tongan,,,,,1/11/2017,Public,CC BY-NC 3.0,checked,,,,,,1 checked out of 1,,,,,,1,,Ui1fZPJ_Wr4,https://youtu.be/Ui1fZPJ_Wr4,"96,300 in Tonga (1998). Population total all countries: 169,120.","Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Tongic",Austronesian,§,,Oceania,,2016-10-26,,
SisterSooalo_20161025_smo,SisterSooalo__20161025,Argo_Cayhadi_20150418,10/25/2016,Screen Shot 2017-05-02 at 15.46.48.png (https://dl.airtable.com/4OTdANksRECqXlglRfIn_Screen%20Shot%202017-05-02%20at%2015.46.48.png),Sister_s1_F_20161025_smo.jpg (https://dl.airtable.com/LIGfoH4RSk2KrWvR4Rg8_Sister_s1_F_20161025_smo.jpg),smo,eng,Samoan,,,,,5/25/2017,Public,CC BY-NC 3.0,checked,,,,,,1 checked out of 1,,,Facebook,2017-12-14,https://www.facebook.com/wikitongues/videos/1665321713532349/,1,,uv_6J0heNVc,https://youtu.be/uv_6J0heNVc,"199,000 in Samoa (1999). Population total all countries: 413,257.","Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Samoan",Austronesian,§,,Oceania,,2016-10-26,,https://www.dropbox.com/sh/n5canzriuej1jjc/AACHazLuO94zlyOrcqaAwl-Qa?dl=0
Hussein_20160718_prs,Hussein__20160718,Alexandra_Werner_20150326,7/18/2016,Screen Shot 2016-09-15 at 12.03.08 1.png (https://dl.airtable.com/jVeuqyGAQEu9FKnKGRYC_Screen%20Shot%202016-09-15%20at%2012.03.08%201.png),Hussein_s1_M_20160718_prs.jpg (https://dl.airtable.com/g8vwWcoITSCmxoFj85mD_Hussein_s1_M_20160718_prs.jpg),prs,,Dari,,,,,9/15/2016,Public,Standard,,,,,,,1 checked out of 1,,,,,,1,,UOZOR4sBEEY,https://youtu.be/UOZOR4sBEEY,"7,600,000 in Afghanistan (2011 census), increasing. Population total all countries: 9,600,000. Ethnic population: 7,600,000. L2 users: All other language groups have Dari speakers, especially those who live in the city of Kabul.","Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Persian",Indo-European,§,,Eurasia,,2016-7-18,,
Stéfane_20161130_por,Stéfane_Hélder_20161130,Stefan_Hélder_,11/30/2016,Screen Shot 2017-01-30 at 20.47.14.png (https://dl.airtable.com/xzbXtv5HQka8QpRdhBJy_Screen%20Shot%202017-01-30%20at%2020.47.14.png),Stéfane_s1_M_20161130_por.jpg (https://dl.airtable.com/WHXblcmQqCUNrZJPdrHt_Ste%CC%81fane_s1_M_20161130_por.jpg),por,,Portuguese,Angolan Portuguese,,,Angola,2/21/2017,Public,CC BY-NC 3.0,checked,checked,"Olá, bom dia, boa tarde ou boa noite. Tudo bem? Eu estou muito bem, obrigado.
Chamo-me Hélder Stéfane e estou a falar português, que é a língua mais usada em Angola. Angola fica em África
e ao redor de Angola temos a Republica Democrática do Congo, a Zâmbia, Namíbia e temos o oceano atlântico.

Para terem uma ideia de onde fica Angola. No sul do continente africano. Lá em baixo no mapa temos a África do
sul, por cima da África do Sul, Namíbia e Botswana e depois Angola, que está ao lado da Zâmbia.

Apesar de a língua oficial de Angola ser o Português. Há muitas outras línguas que são de Angola, faladas
por vários grupos étnicos. Umbundu, Kimbundu, Kikongo, Chocué, Kwanhama e o Ganguela.

O português de Angola recebe muita influência linguística dessas línguas. Muitas palavras e expressões
usadas no dia-a-dia são derivadas dessas línguas nacionais. Por exemplo, chamamos os mais velhos, ou pessoas
de mais idade, de kota. Kota vem da palavra \&quot;Dikota\&quot; em kimbundu, chamamos de caçula, ao filho mais novo
e essa expressão vem do termo \&quot;Kasule\&quot; em kimbundu que significa filho mais novo.

O português de Angola é uma língua muito interessante e foi bom partilhar essas informações convosco.

Um forte abraço e... tenham um óptimo dia.","Hello! Good morning, good afternoon, good evening. How are you? I am very well, thanks.
My name is Hélder Stéfane and I\&#039;m speaking Portuguese, which is the most used language in Angola. Angola is in Africa, and around Angola we have the Democratic Republic of the Congo, Zambia, Namibia and we have the Atlantic Ocean.

To get an idea of ​​where Angola is: in the south of the African continent, down the map we have
South Africa, over South Africa_&gt; Namibia and Botswana and then Angola, which is next to Zambia.

Although the official language of Angola is Portuguese, there are many other languages ​​spoken in Angola by various ethnic groups: Umbundu, Kimbundu, Kikongo, Chocué, Kwanhama and the Ganguela.

Portuguese from Angola receives a lot of linguistic influence from these languages. Many words and expressions
in everyday life are derived from these national languages. For example, we call elders, or older people, of kota. Kota comes from the word \&quot;Dikota\&quot; in Kimbundu.  We call \&quot;caçula\&quot;, the youngest son,
and this expression comes from the term \&quot;Kasule\&quot; in Kimbundu which means younger son.

Angola\&#039;s Portuguese is a very interesting language and it was good to share this information with you.

A big hug and ... have a great day.","My goal making this video was:
- To show where my country is located.
- What\&#039;s the main language spoked there.
- What languages we have in Angola and how they influence the Angolan Portuguese.",Get a free Portuguese lesson with italki: http://promos.italki.com/wikitongues_por,1 checked out of 1,,,,,,1,,xMmfbZIIclw,https://youtu.be/xMmfbZIIclw,"10,000,000 in Portugal (ELDIA 2012). Population total all countries: 203,349,200.","Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Portuguese-Galician",Indo-European,§Angolan Portuguese,,"Eurasia, Eurasia",,2016-12-2,,
António_20170924_kmb,António_Zua_20170924,Stefan_Hélder_,9/24/2017,Screen Shot 2017-11-05 at 4.50.12 PM.png (https://dl.airtable.com/Q3IkMhbfQhisiSA59ixO_Screen%20Shot%202017-11-05%20at%204.50.12%20PM.png),Antonio_20170924_kmb.png (https://dl.airtable.com/flwYdxPGREC9dHSQoUMA_Antonio_20170924_kmb.png),kmb,,Kimbundu,,,,Angola,11/30/2017,Public,CC BY-SA 4.0,checked,checked,,,Luanda province,,1 checked out of 1,,,,,,1,,,No ID,"4,000,000 (2012 World Factbook).","Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, H, Kimbundu (H.21)",,,"This video was recorded by Stéfane Helder in Luanda Province, Angola, where António lives and works. The Kimbundu language is spoken by as many as four million people, primarily in the Luanda, Bengo, and Malanje provinces of the southern African nation of Angola. It is one of the country’s most widely spoken Bantu languages, having contributed significantly to the vocabulary of both Angolan and Brazilian Portuguese. Though Portuguese is Angola’s sole language of administration, Kimbundu is a recognized ‘national language’ alongside Kikongo, Chokwe, Umbundu, Nganguela and Kwanyama.",Africa,,2017-9-24,,
Ricky_20140312_eng+mri+spa,Ricky__20140312,Ricky__20140312,3/12/2014,ricky.png (https://dl.airtable.com/FZsU9pGS76nkizMvHvVA_ricky.png),Ricky_s3_M_20140312_eng+mri+spa.jpg (https://dl.airtable.com/dpkgvqbToO7BETk3vLf3_Ricky_s3_M_20140312_eng%2Bmri%2Bspa.jpg),"eng,mri,spa",,"English, Maori, Spanish",,,,Argentina,4/2/2014,Public,Standard,,,,,,"Get a free English lesson with italki: http://promos.italki.com/wikitongues_eng, Get a free Spanish lesson with italki: http://promos.italki.com/wikitongues_spa",3 checked out of 3,checked,,,,,3,checked,OFHx0-4wU38,https://youtu.be/OFHx0-4wU38,"55,600,000 in United Kingdom (ELDIA 2012). Population total all countries: 335,148,868. L2 users: 1,500,000 in United Kingdom (Crystal 2003). L2 users worldwide: 505,000,000., 148,000 in New Zealand (2013 census). 100,000 understand but do not speak it (1995 Maori Language Commission); 30,000–50,000 adult speakers over 15 years old (1995). Population total all countries: 148,660. Ethnic population: 599,000 (2013 census)., 38,400,000 in Spain (ELDIA 2012). Population total all countries: 414,170,030. L2 users: 7,490,000 in Spain (ELDIA 2006).","Indo-European, Germanic, West, English, Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, East, Central, Tahitic, Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Castilian",Indo-European,"English,Maori,Spanish,,,",,"Eurasia, Eurasia, Oceania, Eurasia, Eurasia",,2014-12-22,,
María_20150924_gug,María__20150924,"Daniel_BogreUdell_20130101,Maxi_Salomone_20140821",9/24/2015,Screen Shot 2016-06-15 at 4.49.39 PM.png (https://dl.airtable.com/cjjxGvFDTti4SEWds1ep_Screen%20Shot%202016-06-15%20at%204.49.39%20PM.png),maxresdefault (4).jpg (https://dl.airtable.com/xjXA1cHaSViBw8YqQ97E_maxresdefault%20(4).jpg),gug,,"Guaraní, Paraguayan",Guarani,,,Argentina,9/24/2015,Public,Standard,,,,,,,1 checked out of 1,,,,,,1,checked,eLX1KG3FnBg,https://youtu.be/eLX1KG3FnBg,"4,650,000 in Paraguay (1995), decreasing. Population total all countries: 4,850,000. 2,500,000 monolinguals (2002 census).","Tupian, Tupí-Guaraní, Guaraní, Guaraní",Tupian,"Guarani,,,,,",,Americas,,2015-2-7,,
Isabel_20140729_spa,Isabel__20140729,"Daniel_BogreUdell_20130101,Maxi_Salomone_20140821",7/29/2014,6XQIg7jKTjyJGl4OgzVu_isabel-spa-thumb-raw.png (https://dl.airtable.com/bWn6BQ4Q3S558UBEFGIA_6XQIg7jKTjyJGl4OgzVu_isabel-spa-thumb-raw.png),Isabel_s1_F_20140729_spa.jpg (https://dl.airtable.com/Tcs1lgNtSnGrdMCJ6jbt_Isabel_s1_F_20140729_spa.jpg),spa,spa,Spanish,,,,Argentina,2/14/2017,Public,Standard,,,,,"Ethnic Mapuche from Trenque Lauquen, Argentina",Get a free Spanish lesson with italki: http://promos.italki.com/wikitongues_spa,1 checked out of 1,,77,,,,1,,sPeI8MR9fCU,https://youtu.be/sPeI8MR9fCU,"38,400,000 in Spain (ELDIA 2012). Population total all countries: 414,170,030. L2 users: 7,490,000 in Spain (ELDIA 2006).","Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Castilian",Indo-European,§,,"Eurasia, Eurasia",,2015-2-7,,
Maxi_20140821_spa+eng+por+cat+ita,Maxi_Salomone_20140821,Maxi_Salomone_20140821,8/21/2014,maxi.png (https://dl.airtable.com/uDSfv7Q0QmO5sX2T25zg_maxi.png),Maxi_s5_M_20140821_spa+eng+por+cat+ita.jpg (https://dl.airtable.com/bWOW8y8eSB2oeHERBo0m_Maxi_s5_M_20140821_spa%2Beng%2Bpor%2Bcat%2Bita.jpg),"spa,eng,por,cat,ita",,"Spanish, English, Portuguese, Catalan, Italian",,,,Argentina,8/21/2014,Public,Standard,,,,,,"Get a free Spanish lesson with italki: http://promos.italki.com/wikitongues_spa, Get a free English lesson with italki: http://promos.italki.com/wikitongues_eng, Get a free Portuguese lesson with italki: http://promos.italki.com/wikitongues_por, Get a free Catalan lesson with italki: http://promos.italki.com/wikitongues_cat, Get a free Italian lesson with italki: http://promos.italki.com/wikitongues_ita",5 checked out of 5,checked,,,,,5,checked,0GsYpjHWDis,https://youtu.be/0GsYpjHWDis,"38,400,000 in Spain (ELDIA 2012). Population total all countries: 414,170,030. L2 users: 7,490,000 in Spain (ELDIA 2006)., 55,600,000 in United Kingdom (ELDIA 2012). Population total all countries: 335,148,868. L2 users: 1,500,000 in United Kingdom (Crystal 2003). L2 users worldwide: 505,000,000., 10,000,000 in Portugal (ELDIA 2012). Population total all countries: 203,349,200., 3,750,000 in Spain (ELDIA 2012). Population total all countries: 4,079,420. L2 users: 5,150,000 in Spain (ELDIA 2012)., 57,700,000 in Italy (ELDIA 2012). Population total all countries: 63,655,047.","Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Castilian, Indo-European, Germanic, West, English, Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Portuguese-Galician, Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, East Iberian, Indo-European, Italic, Romance, Italo-Western, Italo-Dalmatian",Indo-European,"Spanish,English,Portuguese,Catalan,Italian,",,"Eurasia, Eurasia, Eurasia, Eurasia, Eurasia, Eurasia, Eurasia, Eurasia, Eurasia, Eurasia",,2014-12-22,,
Devika_20141012_eng+rwr+mar+hin,Devika__20141012,Maxi_Salomone_20140821,10/12/2014,devika.png (https://dl.airtable.com/VY3vL79eTPqDRvozHvFa_devika.png),Devika_s4_F_20141012_eng+rwr+mar+hin.png (https://dl.airtable.com/AbQp1AvTShyljXpuEhM9_Devika_s4_F_20141012_eng%2Brwr%2Bmar%2Bhin.png),"eng,rwr,mar,hin",,"English, Marwari, Marathi, Hindi",,,,Argentina,10/12/2014,Public,Standard,,,,,,"Get a free English lesson with italki: http://promos.italki.com/wikitongues_eng, Get a free Marathi lesson with italki: http://promos.italki.com/wikitongues_mar, Get a free Hindi lesson with italki: http://promos.italki.com/wikitongues_hin",4 checked out of 4,checked,,Facebook,2016-8-14,https://www.facebook.com/wikitongues/videos/1173634379367754/,4,checked,GZcV67w2o1g,https://youtu.be/GZcV67w2o1g,"55,600,000 in United Kingdom (ELDIA 2012). Population total all countries: 335,148,868. L2 users: 1,500,000 in United Kingdom (Crystal 2003). L2 users worldwide: 505,000,000., 5,600,000 in India (2007 SIL). Population total all countries: 5,622,600., 71,700,000 in India (2001 census). Population total all countries: 71,780,660. L2 users: 3,000,000 in India., 258,000,000 in India (2001 census). Population total all countries: 260,333,620. L2 users: 120,000,000 in India (Wiesenfeld 1999).","Indo-European, Germanic, West, English, Indo-European, Indo-Iranian, Indo-Aryan, Central zone, Rajasthani, Marwari, Indo-European, Indo-Iranian, Indo-Aryan, Southern zone, Indo-European, Indo-Iranian, Indo-Aryan, Central zone, Western Hindi, Hindustani",Indo-European,"English,Marwadi,Marathi,Hindi,,",,"Eurasia, Eurasia, Eurasia, Eurasia, Eurasia",,2014-12-22,,
Enrique_20151210_spa,Enrique__20151210,Maxi_Salomone_20140821,12/10/2015,enrique.png (https://dl.airtable.com/7r7X2YH0TyuwxSNxLo4j_enrique.png),Enrique_s1_M_20151210_spa.jpg (https://dl.airtable.com/v1PJRWlbQfOkBpGa9LRa_Enrique_s1_M_20151210_spa.jpg),spa,,Spanish,,,,Argentina,1/10/2015,Public,Standard,,,,,,Get a free Spanish lesson with italki: http://promos.italki.com/wikitongues_spa,1 checked out of 1,checked,,,,,1,checked,30CWWm0BcNs,https://youtu.be/30CWWm0BcNs,"38,400,000 in Spain (ELDIA 2012). Population total all countries: 414,170,030. L2 users: 7,490,000 in Spain (ELDIA 2006).","Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Castilian",Indo-European,"Spanish,,,,,",,"Eurasia, Eurasia",,2014-12-22,,
Candela_20150221_aed,Candela__20150221,Maxi_Salomone_20140821,2/21/2015,candela-aed-thumb-raw.png (https://dl.airtable.com/ohkVdCQNm6G1VDdVFAAx_candela-aed-thumb-raw.png),Candela_s1_F_20150221_aed.png (https://dl.airtable.com/cWOsdmwQvGbfvpEN3gHU_Candela_s1_F_20150221_aed.png),aed,,Argentine Sign Language,Argentinian Sign Language,,,Argentina,2/21/2015,Public,Standard,,,,,,,1 checked out of 1,,,Facebook,2016-10-3,https://www.facebook.com/wikitongues/videos/1221212167943308/,1,checked,lhufdY1uT3k,https://youtu.be/lhufdY1uT3k,,Deaf sign language,,"Argentinian Sign Language,,,,,",,Americas,,2015-2-20,,
José_20140729_spa,José__20140729,Daniel_BogreUdell_20130101,7/29/2014,jose-spa-thumb-raw.png (https://dl.airtable.com/jeZs9MD3TX6HRv7xobAS_jose-spa-thumb-raw.png),,spa,,Spanish,,,,Argentina,,To Upload,Standard,,,,,"Video from Córdoba, Argentina
",Get a free Spanish lesson with italki: http://promos.italki.com/wikitongues_spa,1 checked out of 1,,90,,,,1,,,No ID,"38,400,000 in Spain (ELDIA 2012). Population total all countries: 414,170,030. L2 users: 7,490,000 in Spain (ELDIA 2006).","Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Castilian",Indo-European,§,,"Eurasia, Eurasia",,2015-2-7,,
Sebastian_20151121_bar,Sebastian__20151121,Daniel_BogreUdell_20130101,11/21/2015,sebastian-bar-thumb-raw.png (https://dl.airtable.com/PUG0dyXlROStp4zAShep_sebastian-bar-thumb-raw.png),sebastian-bar-thumb.jpg (https://dl.airtable.com/7CtJ8qxQjyUt8jYi1mRs_sebastian-bar-thumb.jpg),bar,,Bavarian,,,,Argentina,11/21/2015,Public,Standard,,,,,,,1 checked out of 1,,,,,,1,checked,ux9UuNoCruo,https://youtu.be/ux9UuNoCruo,"7,830,000 in Austria (ELDIA 2012). Population total all countries: 14,089,000.","Indo-European, Germanic, West, High German, German, Upper German, Bavarian-Austrian",Indo-European,"Bavarian,,,,,",,Eurasia,,2015-2-7,,
Vseslav_20140927_rus,Vseslav__20140927,Vseslav__20140927,9/27/2014,vseslav-rus-thumb-raw.png (https://dl.airtable.com/cPSKnoq5QsWfxokUbJ0n_vseslav-rus-thumb-raw.png),Vseslav_s1_M_20140927_rus.jpg (https://dl.airtable.com/k02OIKXkQRu90GPUgQAJ_Vseslav_s1_M_20140927_rus.jpg),rus,,Russian,,,,Australia,11/2/2014,Public,Standard,,checked,"[00:00:00.00] Nagmare en lo, aê i mbe bông su renga tlap [00:00:09.04] na dal êr, aê merakô merakô mbe na ôt Vanuatu [00:00:17.00] watêtê aelan su aê mbe Pentekos aê [00:00:21.07] gema saru ran dlogema aê sêtê mbe Sa [00:00:26.12] aê Sa aê nagmare en lo aê gem saru ran ronga [00:00:32.18] watlojiêr makolo ne bama, aê geam saru ran, aê dal, dal en be Sa, aê i teamat [00:00:39.04] geam sasaru ran ronga [00:00:43.03] menok têre o","[00:00:00.00] Today is an important day [00:00:09.04] a day for all languages, and we are both from Vanuatu [00:00:17.00] we are from a small island called Pentecost Island [00:00:21.07] we speak our own language which is called Sa [00:00:26.12] and today we are still speaking the Sa language [00:00:32.18] and when the next generation of children grow, we will speak our language to them and the Sa language will never die [00:00:39.04] we will still speak our language [00:00:43.03] that's all!","Video from Australia
""Sa is one of the 105 language of Vanuatu which per capita (population 250,000) is the most multilingual country in the world.""",Get a free Russian lesson with italki: http://promos.italki.com/wikitongues_rus,1 checked out of 1,checked,,,,,1,checked,vPY5v6SBkxM,https://youtu.be/vPY5v6SBkxM,"137,000,000 in Russian Federation (2010 census). Population total all countries: 167,332,230.","Indo-European, Slavic, East",Indo-European,"Russian,,,,,",,"Eurasia, Eurasia",,2014-12-22,,
Tarlan_20140729_azj,Tarlan__20140729,Madeleine_Koerner_,7/29/2014,,,azj,,"Azerbaijani, North",Azeri,,,Azerbaijan,,To Upload,Standard,,,,,"Full name: Tarlan Ahmedov. Tourism office in Zaqatala, Azerbaijan","Get a free Azerbaijani, North lesson with italki: http://promos.italki.com/wikitongues_azj",1 checked out of 1,,99,,,,1,,,No ID,"6,100,000 in Azerbaijan (2007 census). Population total all countries: 7,324,060. 4,000,000 monolinguals. Ethnic population: 6,230,000. L2 users: 8,000,000 in Azerbaijan.","Altaic, Turkic, Southern, Azerbaijani",Altaic,§Azeri,,Eurasia,,2014-12-22,,
Anonymous_20150924_jdt,.Anonymous__,Madeleine_Koerner_,9/24/2015,,,jdt,,Judeo-Tat,Lahij,,,Azerbaijan,,To Upload,Standard,,,,,"MISSING; Lahji, Azerbaijan; Barber",,1 checked out of 1,,99,,,,1,,,No ID,"2,010 in Russian Federation (2010 census). Census includes Tat ,. Population total all countries: 96,010.","Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Tat",Indo-European,§Lahij,,Eurasia,,2014-12-22,,
Anonymous_20141215_tkr,.Anonymous__,Madeleine_Koerner_,12/15/2014,,,tkr,,Tsakhur,,,,Azerbaijan,,To Upload,Standard,,,,,"Zaqatala, Azerbaijan; Works at a hotel",,1 checked out of 1,,99,,,,1,,,No ID,"13,000 in Azerbaijan (1989 census). Population total all countries: 23,673. Ethnic population: 13,300 (1989 census).","North Caucasian, East Caucasian, Lezgic, Nuclear Lezgic, West Lezgic",North Caucasian,§,,Eurasia,,2014-12-22,,
Anonymous_20151114_ttt,.Anonymous__,Madeleine_Koerner_,11/14/2015,,,ttt,,"Tat, Muslim",Tat,,,Azerbaijan,,To Upload,Standard,,,,,"MISSING; Baku, Azerbaijan; Journalist",,1 checked out of 1,,99,,,,1,,,No ID,"18,000 in Azerbaijan (1989 census). Population total all countries: 28,010. Ethnic population: 22,000 (1990 A. Kibrik).","Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Tat",Indo-European,§Tat,,Eurasia,,2014-12-22,,
Anonymous_20141215_udi,.Anonymous__,Madeleine_Koerner_,12/15/2014,,,udi,,Udi,,,,Azerbaijan,,To Upload,Standard,,,,,"Oghuz, Azerbaijan",,1 checked out of 1,,99,,,,1,,,No ID,"3,800 in Azerbaijan (2009 census). Population total all countries: 6,590.","North Caucasian, East Caucasian, Lezgic, Udi",North Caucasian,§,,Eurasia,,2014-12-22,,
Isayev_20141029_ava,Isayev__20141029,Madeleine_Koerner_,10/29/2014,isayev-avar-thumb-raw.png (https://dl.airtable.com/8C2LEDYrR4e0Xb2NrVXp_isayev-avar-thumb-raw.png),Isayev_s1_M_20141029_ava.png (https://dl.airtable.com/MeJvUM4Tuiipb40RsZjU_Isayev_s1_M_20141029_ava.png),ava,,Avar,,,,Azerbaijan,9/8/2015,Public,Standard,,,,,"Full name: Isayev Mahammad. 
Zaqatala, Azerbaijan",,1 checked out of 1,,,,,,1,checked,JFp2hDgjIyM,https://youtu.be/JFp2hDgjIyM,"715,000 in Russian Federation (2010 census). Population total all countries: 761,960. Ethnic population: 912,000 (2010 census).","North Caucasian, East Caucasian, Avar-Andic, Avar",North Caucasian,"Avar,,,,,",,Eurasia,,2014-12-22,,
